,estado,estado_ab,condado,partido,candidato,votos,fraccion_votos
12487,Michigan,MI,Ottawa,Republican,Marco Rubio,7255,0.121
12488,Michigan,MI,Ottawa,Republican,Ted Cruz,23862,0.398
12493,Michigan,MI,Roscommon,Republican,Donald Trump,2257,0.5
12497,Michigan,MI,Saginaw,Republican,Donald Trump,9106,0.392
12498,Michigan,MI,Saginaw,Republican,John Kasich,4404,0.19
12499,Michigan,MI,Saginaw,Republican,Marco Rubio,2067,0.089
12500,Michigan,MI,Saginaw,Republican,Ted Cruz,6536,0.281
12501,Michigan,MI,Sanilac,Republican,Donald Trump,3279,0.447
12504,Michigan,MI,Sanilac,Republican,Ted Cruz,1588,0.217
12509,Michigan,MI,Shiawassee,Republican,Donald Trump,3864,0.387
12510,Michigan,MI,Shiawassee,Republican,John Kasich,1853,0.186
12512,Michigan,MI,Shiawassee,Republican,Ted Cruz,2745,0.275
12513,Michigan,MI,St. Clair,Republican,Donald Trump,11995,0.488
12514,Michigan,MI,St. Clair,Republican,John Kasich,5093,0.207
12515,Michigan,MI,St. Clair,Republican,Marco Rubio,1777,0.072
12516,Michigan,MI,St. Clair,Republican,Ted Cruz,4846,0.197
12517,Michigan,MI,St. Joseph,Republican,Donald Trump,2528,0.322
12518,Michigan,MI,St. Joseph,Republican,John Kasich,1691,0.215
12520,Michigan,MI,St. Joseph,Republican,Ted Cruz,2655,0.338
12521,Michigan,MI,Tuscola,Republican,Donald Trump,3750,0.424
12524,Michigan,MI,Tuscola,Republican,Ted Cruz,2668,0.302
12525,Michigan,MI,Van Buren,Republican,Donald Trump,3287,0.351
12526,Michigan,MI,Van Buren,Republican,John Kasich,2092,0.223
12528,Michigan,MI,Van Buren,Republican,Ted Cruz,2579,0.275
12529,Michigan,MI,Washtenaw,Republican,Donald Trump,10206,0.275
12530,Michigan,MI,Washtenaw,Republican,John Kasich,12643,0.341
12531,Michigan,MI,Washtenaw,Republican,Marco Rubio,4101,0.111
12532,Michigan,MI,Washtenaw,Republican,Ted Cruz,8574,0.231
12533,Michigan,MI,Wayne,Republican,Donald Trump,55795,0.405
12534,Michigan,MI,Wayne,Republican,John Kasich,38165,0.277
12535,Michigan,MI,Wayne,Republican,Marco Rubio,11569,0.084
12536,Michigan,MI,Wayne,Republican,Ted Cruz,25155,0.183
12537,Michigan,MI,Wexford,Republican,Donald Trump,2578,0.443
12540,Michigan,MI,Wexford,Republican,Ted Cruz,1521,0.261
12709,Mississippi,MS,Alcorn,Republican,Donald Trump,2901,0.504
12712,Mississippi,MS,Alcorn,Republican,Ted Cruz,2003,0.348
12761,Mississippi,MS,Copiah,Republican,Donald Trump,2026,0.549
12765,Mississippi,MS,Covington,Republican,Donald Trump,1724,0.56
12769,Mississippi,MS,DeSoto,Republican,Donald Trump,10507,0.4
12772,Mississippi,MS,DeSoto,Republican,Ted Cruz,12300,0.469
12773,Mississippi,MS,Forrest,Republican,Donald Trump,4267,0.434
12776,Mississippi,MS,Forrest,Republican,Ted Cruz,3668,0.373
12781,Mississippi,MS,George,Republican,Donald Trump,2245,0.482
12784,Mississippi,MS,George,Republican,Ted Cruz,1944,0.418
12789,Mississippi,MS,Grenada,Republican,Donald Trump,1727,0.556
12793,Mississippi,MS,Hancock,Republican,Donald Trump,4147,0.573
12796,Mississippi,MS,Hancock,Republican,Ted Cruz,2004,0.277
12797,Mississippi,MS,Harrison,Republican,Donald Trump,12555,0.507
12798,Mississippi,MS,Harrison,Republican,John Kasich,2479,0.1
12800,Mississippi,MS,Harrison,Republican,Ted Cruz,7832,0.316
12801,Mississippi,MS,Hinds,Republican,Donald Trump,6976,0.396
12802,Mississippi,MS,Hinds,Republican,John Kasich,3177,0.181
12804,Mississippi,MS,Hinds,Republican,Ted Cruz,5775,0.328
12817,Mississippi,MS,Itawamba,Republican,Donald Trump,1905,0.455
12820,Mississippi,MS,Itawamba,Republican,Ted Cruz,1775,0.424
12821,Mississippi,MS,Jackson,Republican,Donald Trump,9934,0.49
12822,Mississippi,MS,Jackson,Republican,John Kasich,1720,0.085
12824,Mississippi,MS,Jackson,Republican,Ted Cruz,7080,0.349
12837,Mississippi,MS,Jones,Republican,Donald Trump,6388,0.531
12840,Mississippi,MS,Jones,Republican,Ted Cruz,4648,0.386
12845,Mississippi,MS,Lafayette,Republican,Donald Trump,2521,0.361
12848,Mississippi,MS,Lafayette,Republican,Ted Cruz,2306,0.33
12849,Mississippi,MS,Lamar,Republican,Donald Trump,5197,0.456
12852,Mississippi,MS,Lamar,Republican,Ted Cruz,4355,0.382
12853,Mississippi,MS,Lauderdale,Republican,Donald Trump,4740,0.453
12856,Mississippi,MS,Lauderdale,Republican,Ted Cruz,3857,0.369
12865,Mississippi,MS,Lee,Republican,Donald Trump,5369,0.395
12868,Mississippi,MS,Lee,Republican,Ted Cruz,5921,0.435
12873,Mississippi,MS,Lincoln,Republican,Donald Trump,2950,0.475
12876,Mississippi,MS,Lincoln,Republican,Ted Cruz,2246,0.362
12877,Mississippi,MS,Lowndes,Republican,Donald Trump,3342,0.423
12880,Mississippi,MS,Lowndes,Republican,Ted Cruz,3155,0.399
12881,Mississippi,MS,Madison,Republican,Donald Trump,7540,0.42
12882,Mississippi,MS,Madison,Republican,John Kasich,3426,0.191
12884,Mississippi,MS,Madison,Republican,Ted Cruz,5408,0.301
12885,Mississippi,MS,Marion,Republican,Donald Trump,2454,0.522
12888,Mississippi,MS,Marion,Republican,Ted Cruz,1786,0.38
12889,Mississippi,MS,Marshall,Republican,Donald Trump,1712,0.457
12892,Mississippi,MS,Marshall,Republican,Ted Cruz,1679,0.448
12893,Mississippi,MS,Monroe,Republican,Donald Trump,2602,0.5
12896,Mississippi,MS,Monroe,Republican,Ted Cruz,1772,0.341
12901,Mississippi,MS,Neshoba,Republican,Donald Trump,2249,0.498
12905,Mississippi,MS,Newton,Republican,Donald Trump,1794,0.463
12908,Mississippi,MS,Newton,Republican,Ted Cruz,1519,0.392
12913,Mississippi,MS,Oktibbeha,Republican,Donald Trump,1548,0.314
12916,Mississippi,MS,Oktibbeha,Republican,Ted Cruz,1937,0.393
12917,Mississippi,MS,Panola,Republican,Donald Trump,2272,0.544
12921,Mississippi,MS,Pearl River,Republican,Donald Trump,4562,0.503
12924,Mississippi,MS,Pearl River,Republican,Ted Cruz,3483,0.384
12929,Mississippi,MS,Pike,Republican,Donald Trump,2187,0.501
12933,Mississippi,MS,Pontotoc,Republican,Donald Trump,2320,0.417
12936,Mississippi,MS,Pontotoc,Republican,Ted Cruz,2498,0.449
12937,Mississippi,MS,Prentiss,Republican,Donald Trump,1597,0.47
12945,Mississippi,MS,Rankin,Republican,Donald Trump,13729,0.469
12946,Mississippi,MS,Rankin,Republican,John Kasich,3038,0.104
12947,Mississippi,MS,Rankin,Republican,Marco Rubio,1633,0.056
12948,Mississippi,MS,Rankin,Republican,Ted Cruz,10280,0.351
12949,Mississippi,MS,Scott,Republican,Donald Trump,1823,0.525
12957,Mississippi,MS,Simpson,Republican,Donald Trump,2420,0.509
12960,Mississippi,MS,Simpson,Republican,Ted Cruz,1561,0.328
12961,Mississippi,MS,Smith,Republican,Donald Trump,1820,0.552
12977,Mississippi,MS,Tate,Republican,Donald Trump,1795,0.421
12980,Mississippi,MS,Tate,Republican,Ted Cruz,2034,0.477
12981,Mississippi,MS,Tippah,Republican,Donald Trump,1951,0.489
12984,Mississippi,MS,Tippah,Republican,Ted Cruz,1551,0.389
12985,Mississippi,MS,Tishomingo,Republican,Donald Trump,1854,0.523
12993,Mississippi,MS,Union,Republican,Donald Trump,2169,0.433
12996,Mississippi,MS,Union,Republican,Ted Cruz,2113,0.422
13001,Mississippi,MS,Warren,Republican,Donald Trump,2987,0.502
13004,Mississippi,MS,Warren,Republican,Ted Cruz,1824,0.307
13009,Mississippi,MS,Wayne,Republican,Donald Trump,1735,0.518
13029,Mississippi,MS,Yazoo,Republican,Donald Trump,1510,0.548
13275,Missouri,MO,Audrain,Republican,Donald Trump,1611,0.4
13278,Missouri,MO,Audrain,Republican,Ted Cruz,1642,0.408
13279,Missouri,MO,Barry,Republican,Donald Trump,3030,0.431
13282,Missouri,MO,Barry,Republican,Ted Cruz,3189,0.454
13286,Missouri,MO,Barton,Republican,Ted Cruz,1560,0.539
13291,Missouri,MO,Benton,Republican,Donald Trump,2278,0.554
13299,Missouri,MO,Boone,Republican,Donald Trump,7898,0.309
13300,Missouri,MO,Boone,Republican,John Kasich,3728,0.146
13301,Missouri,MO,Boone,Republican,Marco Rubio,2106,0.082
13302,Missouri,MO,Boone,Republican,Ted Cruz,11219,0.439
13303,Missouri,MO,Buchanan,Republican,Donald Trump,4691,0.416
13306,Missouri,MO,Buchanan,Republican,Ted Cruz,3878,0.344
13307,Missouri,MO,Butler,Republican,Donald Trump,3652,0.505
13310,Missouri,MO,Butler,Republican,Ted Cruz,2676,0.37
13315,Missouri,MO,Callaway,Republican,Donald Trump,3141,0.416
13318,Missouri,MO,Callaway,Republican,Ted Cruz,3261,0.432
13319,Missouri,MO,Camden,Republican,Donald Trump,5467,0.549
13322,Missouri,MO,Camden,Republican,Ted Cruz,2985,0.3
13323,Missouri,MO,Cape Girardeau,Republican,Donald Trump,6137,0.39
13326,Missouri,MO,Cape Girardeau,Republican,Ted Cruz,7332,0.466
13335,Missouri,MO,Cass,Republican,Donald Trump,6886,0.39
13336,Missouri,MO,Cass,Republican,John Kasich,1648,0.093
13338,Missouri,MO,Cass,Republican,Ted Cruz,7671,0.434
13347,Missouri,MO,Christian,Republican,Donald Trump,6907,0.348
13350,Missouri,MO,Christian,Republican,Ted Cruz,10586,0.533
13355,Missouri,MO,Clay,Republican,Donald Trump,12291,0.375
13356,Missouri,MO,Clay,Republican,John Kasich,3884,0.118
13357,Missouri,MO,Clay,Republican,Marco Rubio,2368,0.072
13358,Missouri,MO,Clay,Republican,Ted Cruz,13559,0.414
13359,Missouri,MO,Clinton,Republican,Donald Trump,1635,0.45
13363,Missouri,MO,Cole,Republican,Donald Trump,5553,0.377
13364,Missouri,MO,Cole,Republican,John Kasich,1587,0.108
13366,Missouri,MO,Cole,Republican,Ted Cruz,6159,0.418
13371,Missouri,MO,Crawford,Republican,Donald Trump,2189,0.53
13374,Missouri,MO,Crawford,Republican,Ted Cruz,1522,0.368
13379,Missouri,MO,Dallas,Republican,Donald Trump,1672,0.458
13382,Missouri,MO,Dallas,Republican,Ted Cruz,1618,0.443
13391,Missouri,MO,Dent,Republican,Donald Trump,1688,0.514
13395,Missouri,MO,Douglas,Republican,Donald Trump,1657,0.528
13399,Missouri,MO,Dunklin,Republican,Donald Trump,1781,0.559
13403,Missouri,MO,Franklin,Republican,Donald Trump,9080,0.445
13404,Missouri,MO,Franklin,Republican,John Kasich,1561,0.076
13406,Missouri,MO,Franklin,Republican,Ted Cruz,8117,0.398
13415,Missouri,MO,Greene,Republican,Donald Trump,16649,0.321
13416,Missouri,MO,Greene,Republican,John Kasich,4618,0.089
13417,Missouri,MO,Greene,Republican,Marco Rubio,2684,0.052
13418,Missouri,MO,Greene,Republican,Ted Cruz,26784,0.517
13427,Missouri,MO,Henry,Republican,Donald Trump,1636,0.445
13443,Missouri,MO,Howell,Republican,Donald Trump,4230,0.5
13446,Missouri,MO,Howell,Republican,Ted Cruz,3146,0.372
13451,Missouri,MO,Jackson,Republican,Donald Trump,26714,0.373
13452,Missouri,MO,Jackson,Republican,John Kasich,9426,0.132
13453,Missouri,MO,Jackson,Republican,Marco Rubio,5016,0.07
13454,Missouri,MO,Jackson,Republican,Ted Cruz,28661,0.4
13455,Missouri,MO,Jasper,Republican,Donald Trump,6725,0.325
13458,Missouri,MO,Jasper,Republican,Ted Cruz,11113,0.537
13459,Missouri,MO,Jefferson,Republican,Donald Trump,17781,0.513
13461,Missouri,MO,Jefferson,Republican,Marco Rubio,2005,0.058
13462,Missouri,MO,Jefferson,Republican,Ted Cruz,13883,0.4
13463,Missouri,MO,Johnson,Republican,Donald Trump,3035,0.407
13466,Missouri,MO,Johnson,Republican,Ted Cruz,2987,0.401
13471,Missouri,MO,LaClede,Republican,Donald Trump,3493,0.455
13474,Missouri,MO,LaClede,Republican,Ted Cruz,3229,0.42
13475,Missouri,MO,Lafayette,Republican,Donald Trump,2518,0.422
13478,Missouri,MO,Lafayette,Republican,Ted Cruz,2349,0.394
13479,Missouri,MO,Lawrence,Republican,Donald Trump,3135,0.379
13482,Missouri,MO,Lawrence,Republican,Ted Cruz,4235,0.512
13487,Missouri,MO,Lincoln,Republican,Donald Trump,4144,0.47
13490,Missouri,MO,Lincoln,Republican,Ted Cruz,3730,0.423
13511,Missouri,MO,Marion,Republican,Donald Trump,2064,0.407
13514,Missouri,MO,Marion,Republican,Ted Cruz,2263,0.446
13515,Missouri,MO,McDonald,Republican,Donald Trump,1580,0.443
13518,Missouri,MO,McDonald,Republican,Ted Cruz,1571,0.441
13523,Missouri,MO,Miller,Republican,Donald Trump,2482,0.49
13526,Missouri,MO,Miller,Republican,Ted Cruz,1918,0.379
13543,Missouri,MO,Morgan,Republican,Donald Trump,1976,0.518
13551,Missouri,MO,Newton,Republican,Donald Trump,4303,0.351
13554,Missouri,MO,Newton,Republican,Ted Cruz,6452,0.526
13575,Missouri,MO,Perry,Republican,Donald Trump,1561,0.426
13578,Missouri,MO,Perry,Republican,Ted Cruz,1530,0.418
13579,Missouri,MO,Pettis,Republican,Donald Trump,3343,0.453
13582,Missouri,MO,Pettis,Republican,Ted Cruz,2697,0.365
